Period,Provider Org Name,WaitCategory,Patients
2025-06-01,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,0-18 Weeks,20688.0
2025-06-01,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,18-52 Weeks,5096.0
2025-06-01,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,52+ Weeks,450.0
2025-06-01,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,Other,85152.0
2025-06-01,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,0-18 Weeks,19382.0
2025-06-01,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,18-52 Weeks,3434.0
2025-06-01,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,52+ Weeks,54.0
2025-06-01,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,Other,78820.0
2025-06-01,NORWICH & NORFOLK SURGICAL LTD (N2S),0-18 Weeks,938.0
2025-06-01,NORWICH & NORFOLK SURGICAL LTD (N2S),18-52 Weeks,136.0
2025-06-01,NORWICH & NORFOLK SURGICAL LTD (N2S),52+ Weeks,0.0
2025-06-01,NORWICH & NORFOLK SURGICAL LTD (N2S),Other,2238.0
2025-06-01,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,0-18 Weeks,40132.0
2025-06-01,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,18-52 Weeks,9690.0
2025-06-01,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,52+ Weeks,828.0
2025-06-01,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,Other,175278.0
2025-06-01,NOVUS HEALTH LTD,0-18 Weeks,320.0
2025-06-01,NOVUS HEALTH LTD,18-52 Weeks,16.0
2025-06-01,NOVUS HEALTH LTD,52+ Weeks,0.0
2025-06-01,NOVUS HEALTH LTD,Other,1894.0
2025-06-01,NUFFIELD HEALTH HIGHGATE HOSPITAL,0-18 Weeks,548.0
2025-06-01,NUFFIELD HEALTH HIGHGATE HOSPITAL,18-52 Weeks,60.0
2025-06-01,NUFFIELD HEALTH HIGHGATE HOSPITAL,52+ Weeks,0.0
2025-06-01,NUFFIELD HEALTH HIGHGATE HOSPITAL,Other,1782.0
2025-06-01,NUFFIELD HEALTH PARKSIDE HOSPITAL,0-18 Weeks,440.0
2025-06-01,NUFFIELD HEALTH PARKSIDE HOSPITAL,18-52 Weeks,90.0
2025-06-01,NUFFIELD HEALTH PARKSIDE HOSPITAL,52+ Weeks,128.0
2025-06-01,NUFFIELD HEALTH PARKSIDE HOSPITAL,Other,2170.0
2025-06-01,NUFFIELD HEALTH THE HOLLY HOSPITAL,0-18 Weeks,2098.0
2025-06-01,NUFFIELD HEALTH THE HOLLY HOSPITAL,18-52 Weeks,362.0
2025-06-01,NUFFIELD HEALTH THE HOLLY HOSPITAL,52+ Weeks,4.0
2025-06-01,NUFFIELD HEALTH THE HOLLY HOSPITAL,Other,6006.0
2025-06-01,"NUFFIELD HEALTH, BOURNEMOUTH HOSPITAL",0-18 Weeks,66.0
2025-06-01,"NUFFIELD HEALTH, BOURNEMOUTH HOSPITAL",18-52 Weeks,150.0
2025-06-01,"NUFFIELD HEALTH, BOURNEMOUTH HOSPITAL",52+ Weeks,4.0
2025-06-01,"NUFFIELD HEALTH, BOURNEMOUTH HOSPITAL",Other,1530.0
2025-06-01,"NUFFIELD HEALTH, BRENTWOOD HOSPITAL",0-18 Weeks,724.0
2025-06-01,"NUFFIELD HEALTH, BRENTWOOD HOSPITAL",18-52 Weeks,176.0
2025-06-01,"NUFFIELD HEALTH, BRENTWOOD HOSPITAL",52+ Weeks,14.0
2025-06-01,"NUFFIELD HEALTH, BRENTWOOD HOSPITAL",Other,3824.0
2025-06-01,"NUFFIELD HEALTH, BRIGHTON HOSPITAL",0-18 Weeks,206.0
2025-06-01,"NUFFIELD HEALTH, BRIGHTON HOSPITAL",18-52 Weeks,156.0
2025-06-01,"NUFFIELD HEALTH, BRIGHTON HOSPITAL",52+ Weeks,32.0
2025-06-01,"NUFFIELD HEALTH, BRIGHTON HOSPITAL",Other,2274.0
2025-06-01,"NUFFIELD HEALTH, BRISTOL HOSPITAL (CHESTERFIELD)",0-18 Weeks,84.0
2025-06-01,"NUFFIELD HEALTH, BRISTOL HOSPITAL (CHESTERFIELD)",18-52 Weeks,56.0
2025-06-01,"NUFFIELD HEALTH, BRISTOL HOSPITAL (CHESTERFIELD)",52+ Weeks,0.0
2025-06-01,"NUFFIELD HEALTH, BRISTOL HOSPITAL (CHESTERFIELD)",Other,1932.0
2025-06-01,"NUFFIELD HEALTH, CAMBRIDGE HOSPITAL",0-18 Weeks,174.0
2025-06-01,"NUFFIELD HEALTH, CAMBRIDGE HOSPITAL",18-52 Weeks,50.0
2025-06-01,"NUFFIELD HEALTH, CAMBRIDGE HOSPITAL",52+ Weeks,4.0
2025-06-01,"NUFFIELD HEALTH, CAMBRIDGE HOSPITAL",Other,862.0
2025-06-01,"NUFFIELD HEALTH, CHELTENHAM HOSPITAL",0-18 Weeks,2.0
2025-06-01,"NUFFIELD HEALTH, CHELTENHAM HOSPITAL",18-52 Weeks,12.0
2025-06-01,"NUFFIELD HEALTH, CHELTENHAM HOSPITAL",52+ Weeks,0.0
2025-06-01,"NUFFIELD HEALTH, CHELTENHAM HOSPITAL",Other,96.0
2025-06-01,"NUFFIELD HEALTH, CHICHESTER HOSPITAL",0-18 Weeks,316.0
2025-06-01,"NUFFIELD HEALTH, CHICHESTER HOSPITAL",18-52 Weeks,174.0
2025-06-01,"NUFFIELD HEALTH, CHICHESTER HOSPITAL",52+ Weeks,48.0
2025-06-01,"NUFFIELD HEALTH, CHICHESTER HOSPITAL",Other,3588.0
2025-06-01,"NUFFIELD HEALTH, DERBY HOSPITAL",0-18 Weeks,278.0
2025-06-01,"NUFFIELD HEALTH, DERBY HOSPITAL",18-52 Weeks,238.0
2025-06-01,"NUFFIELD HEALTH, DERBY HOSPITAL",52+ Weeks,24.0
2025-06-01,"NUFFIELD HEALTH, DERBY HOSPITAL",Other,3292.0
2025-06-01,"NUFFIELD HEALTH, EXETER HOSPITAL",0-18 Weeks,64.0
2025-06-01,"NUFFIELD HEALTH, EXETER HOSPITAL",18-52 Weeks,104.0
2025-06-01,"NUFFIELD HEALTH, EXETER HOSPITAL",52+ Weeks,30.0
2025-06-01,"NUFFIELD HEALTH, EXETER HOSPITAL",Other,1522.0
2025-06-01,"NUFFIELD HEALTH, HAYWARDS HEATH HOSPITAL",0-18 Weeks,134.0
2025-06-01,"NUFFIELD HEALTH, HAYWARDS HEATH HOSPITAL",18-52 Weeks,56.0
2025-06-01,"NUFFIELD HEALTH, HAYWARDS HEATH HOSPITAL",52+ Weeks,0.0
2025-06-01,"NUFFIELD HEALTH, HAYWARDS HEATH HOSPITAL",Other,1052.0
2025-06-01,"NUFFIELD HEALTH, HEREFORD HOSPITAL",0-18 Weeks,256.0
2025-06-01,"NUFFIELD HEALTH, HEREFORD HOSPITAL",18-52 Weeks,14.0
2025-06-01,"NUFFIELD HEALTH, HEREFORD HOSPITAL",52+ Weeks,0.0
2025-06-01,"NUFFIELD HEALTH, HEREFORD HOSPITAL",Other,602.0
2025-06-01,"NUFFIELD HEALTH, LEEDS HOSPITAL",0-18 Weeks,624.0
2025-06-01,"NUFFIELD HEALTH, LEEDS HOSPITAL",18-52 Weeks,228.0
2025-06-01,"NUFFIELD HEALTH, LEEDS HOSPITAL",52+ Weeks,48.0
2025-06-01,"NUFFIELD HEALTH, LEEDS HOSPITAL",Other,4296.0
2025-06-01,"NUFFIELD HEALTH, LEICESTER HOSPITAL",0-18 Weeks,278.0
2025-06-01,"NUFFIELD HEALTH, LEICESTER HOSPITAL",18-52 Weeks,36.0
2025-06-01,"NUFFIELD HEALTH, LEICESTER HOSPITAL",52+ Weeks,0.0
2025-06-01,"NUFFIELD HEALTH, LEICESTER HOSPITAL",Other,1312.0
2025-06-01,"NUFFIELD HEALTH, NEWCASTLE UPON TYNE HOSPITAL",0-18 Weeks,132.0
2025-06-01,"NUFFIELD HEALTH, NEWCASTLE UPON TYNE HOSPITAL",18-52 Weeks,178.0
2025-06-01,"NUFFIELD HEALTH, NEWCASTLE UPON TYNE HOSPITAL",52+ Weeks,6.0
2025-06-01,"NUFFIELD HEALTH, NEWCASTLE UPON TYNE HOSPITAL",Other,1952.0
2025-06-01,"NUFFIELD HEALTH, NORTH STAFFORDSHIRE HOSPITAL",0-18 Weeks,820.0
2025-06-01,"NUFFIELD HEALTH, NORTH STAFFORDSHIRE HOSPITAL",18-52 Weeks,148.0
2025-06-01,"NUFFIELD HEALTH, NORTH STAFFORDSHIRE HOSPITAL",52+ Weeks,4.0
2025-06-01,"NUFFIELD HEALTH, NORTH STAFFORDSHIRE HOSPITAL",Other,4060.0
2025-06-01,"NUFFIELD HEALTH, PLYMOUTH HOSPITAL",0-18 Weeks,134.0
2025-06-01,"NUFFIELD HEALTH, PLYMOUTH HOSPITAL",18-52 Weeks,176.0
2025-06-01,"NUFFIELD HEALTH, PLYMOUTH HOSPITAL",52+ Weeks,8.0
2025-06-01,"NUFFIELD HEALTH, PLYMOUTH HOSPITAL",Other,2804.0
2025-06-01,"NUFFIELD HEALTH, SHREWSBURY HOSPITAL",0-18 Weeks,52.0
2025-06-01,"NUFFIELD HEALTH, SHREWSBURY HOSPITAL",18-52 Weeks,18.0
2025-06-01,"NUFFIELD HEALTH, SHREWSBURY HOSPITAL",52+ Weeks,0.0
2025-06-01,"NUFFIELD HEALTH, SHREWSBURY HOSPITAL",Other,580.0
2025-06-01,"NUFFIELD HEALTH, TAUNTON HOSPITAL",0-18 Weeks,40.0
2025-06-01,"NUFFIELD HEALTH, TAUNTON HOSPITAL",18-52 Weeks,48.0
2025-06-01,"NUFFIELD HEALTH, TAUNTON HOSPITAL",52+ Weeks,4.0
2025-06-01,"NUFFIELD HEALTH, TAUNTON HOSPITAL",Other,844.0
2025-06-01,"NUFFIELD HEALTH, TEES HOSPITAL",0-18 Weeks,784.0
2025-06-01,"NUFFIELD HEALTH, TEES HOSPITAL",18-52 Weeks,170.0
2025-06-01,"NUFFIELD HEALTH, TEES HOSPITAL",52+ Weeks,4.0
2025-06-01,"NUFFIELD HEALTH, TEES HOSPITAL",Other,3166.0
2025-06-01,"NUFFIELD HEALTH, THE GROSVENOR HOSPITAL, CHESTER",0-18 Weeks,82.0
2025-06-01,"NUFFIELD HEALTH, THE GROSVENOR HOSPITAL, CHESTER",18-52 Weeks,56.0
2025-06-01,"NUFFIELD HEALTH, THE GROSVENOR HOSPITAL, CHESTER",52+ Weeks,4.0
2025-06-01,"NUFFIELD HEALTH, THE GROSVENOR HOSPITAL, CHESTER",Other,1052.0
2025-06-01,"NUFFIELD HEALTH, TUNBRIDGE WELLS HOSPITAL",0-18 Weeks,30.0
2025-06-01,"NUFFIELD HEALTH, TUNBRIDGE WELLS HOSPITAL",18-52 Weeks,44.0
2025-06-01,"NUFFIELD HEALTH, TUNBRIDGE WELLS HOSPITAL",52+ Weeks,8.0
2025-06-01,"NUFFIELD HEALTH, TUNBRIDGE WELLS HOSPITAL",Other,592.0
2025-06-01,"NUFFIELD HEALTH, WARWICKSHIRE HOSPITAL",0-18 Weeks,218.0
2025-06-01,"NUFFIELD HEALTH, WARWICKSHIRE HOSPITAL",18-52 Weeks,32.0
2025-06-01,"NUFFIELD HEALTH, WARWICKSHIRE HOSPITAL",52+ Weeks,0.0
2025-06-01,"NUFFIELD HEALTH, WARWICKSHIRE HOSPITAL",Other,704.0
2025-06-01,"NUFFIELD HEALTH, WESSEX HOSPITAL",0-18 Weeks,242.0
2025-06-01,"NUFFIELD HEALTH, WESSEX HOSPITAL",18-52 Weeks,118.0
2025-06-01,"NUFFIELD HEALTH, WESSEX HOSPITAL",52+ Weeks,6.0
2025-06-01,"NUFFIELD HEALTH, WESSEX HOSPITAL",Other,1554.0
2025-06-01,"NUFFIELD HEALTH, WOKING HOSPITAL",0-18 Weeks,232.0
2025-06-01,"NUFFIELD HEALTH, WOKING HOSPITAL",18-52 Weeks,56.0
2025-06-01,"NUFFIELD HEALTH, WOKING HOSPITAL",52+ Weeks,16.0
2025-06-01,"NUFFIELD HEALTH, WOKING HOSPITAL",Other,1408.0
2025-06-01,"NUFFIELD HEALTH, WOLVERHAMPTON HOSPITAL",0-18 Weeks,348.0
2025-06-01,"NUFFIELD HEALTH, WOLVERHAMPTON HOSPITAL",18-52 Weeks,54.0
2025-06-01,"NUFFIELD HEALTH, WOLVERHAMPTON HOSPITAL",52+ Weeks,0.0
2025-06-01,"NUFFIELD HEALTH, WOLVERHAMPTON HOSPITAL",Other,1264.0
2025-06-01,"NUFFIELD HEALTH, YORK HOSPITAL",0-18 Weeks,464.0
2025-06-01,"NUFFIELD HEALTH, YORK HOSPITAL",18-52 Weeks,54.0
2025-06-01,"NUFFIELD HEALTH, YORK HOSPITAL",52+ Weeks,0.0
2025-06-01,"NUFFIELD HEALTH, YORK HOSPITAL",Other,1894.0
2025-06-01,NUFFIELD HOSPITAL OXFORD (THE MANOR),0-18 Weeks,74.0
2025-06-01,NUFFIELD HOSPITAL OXFORD (THE MANOR),18-52 Weeks,12.0
2025-06-01,NUFFIELD HOSPITAL OXFORD (THE MANOR),52+ Weeks,0.0
2025-06-01,NUFFIELD HOSPITAL OXFORD (THE MANOR),Other,320.0
2025-06-01,OAKLANDS HOSPITAL,0-18 Weeks,2542.0
2025-06-01,OAKLANDS HOSPITAL,18-52 Weeks,352.0
2025-06-01,OAKLANDS HOSPITAL,52+ Weeks,8.0
2025-06-01,OAKLANDS HOSPITAL,Other,8256.0
2025-06-01,OAKS HOSPITAL,0-18 Weeks,264.0
2025-06-01,OAKS HOSPITAL,18-52 Weeks,58.0
2025-06-01,OAKS HOSPITAL,52+ Weeks,12.0
2025-06-01,OAKS HOSPITAL,Other,1480.0
2025-06-01,OMNES HEALTHCARE LTD,0-18 Weeks,4126.0
2025-06-01,OMNES HEALTHCARE LTD,18-52 Weeks,826.0
2025-06-01,OMNES HEALTHCARE LTD,52+ Weeks,2.0
2025-06-01,OMNES HEALTHCARE LTD,Other,19870.0
2025-06-01,OPTEGRA UK,0-18 Weeks,6812.0
2025-06-01,OPTEGRA UK,18-52 Weeks,62.0
2025-06-01,OPTEGRA UK,52+ Weeks,0.0
2025-06-01,OPTEGRA UK,Other,13156.0
2025-06-01,ORTHOPAEDICS & SPINE SPECIALIST HOSPITAL SITE,0-18 Weeks,92.0
2025-06-01,ORTHOPAEDICS & SPINE SPECIALIST HOSPITAL SITE,18-52 Weeks,52.0
2025-06-01,ORTHOPAEDICS & SPINE SPECIALIST HOSPITAL SITE,52+ Weeks,0.0
2025-06-01,ORTHOPAEDICS & SPINE SPECIALIST HOSPITAL SITE,Other,474.0
2025-06-01,OVIVA UK LTD,0-18 Weeks,10256.0
2025-06-01,OVIVA UK LTD,18-52 Weeks,0.0
2025-06-01,OVIVA UK LTD,52+ Weeks,0.0
2025-06-01,OVIVA UK LTD,Other,9532.0
2025-06-01,OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,0-18 Weeks,44604.0
2025-06-01,OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,18-52 Weeks,11100.0
2025-06-01,OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,52+ Weeks,1224.0
2025-06-01,OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,Other,188650.0
2025-06-01,OXLEAS NHS FOUNDATION TRUST,0-18 Weeks,910.0
2025-06-01,OXLEAS NHS FOUNDATION TRUST,18-52 Weeks,174.0
2025-06-01,OXLEAS NHS FOUNDATION TRUST,52+ Weeks,16.0
2025-06-01,OXLEAS NHS FOUNDATION TRUST,Other,3612.0
2025-06-01,PARK HILL HOSPITAL,0-18 Weeks,506.0
2025-06-01,PARK HILL HOSPITAL,18-52 Weeks,82.0
2025-06-01,PARK HILL HOSPITAL,52+ Weeks,0.0
2025-06-01,PARK HILL HOSPITAL,Other,1586.0
2025-06-01,PARK HOSPITAL,0-18 Weeks,750.0
2025-06-01,PARK HOSPITAL,18-52 Weeks,126.0
2025-06-01,PARK HOSPITAL,52+ Weeks,6.0
2025-06-01,PARK HOSPITAL,Other,2472.0
2025-06-01,PHOENIX HEALTH SOLUTIONS LIMITED HQ,0-18 Weeks,1042.0
2025-06-01,PHOENIX HEALTH SOLUTIONS LIMITED HQ,18-52 Weeks,18.0
2025-06-01,PHOENIX HEALTH SOLUTIONS LIMITED HQ,52+ Weeks,0.0
2025-06-01,PHOENIX HEALTH SOLUTIONS LIMITED HQ,Other,1414.0
2025-06-01,PHOENIX PUBLIC HEALTH LTD,0-18 Weeks,60.0
2025-06-01,PHOENIX PUBLIC HEALTH LTD,18-52 Weeks,42.0
2025-06-01,PHOENIX PUBLIC HEALTH LTD,52+ Weeks,4.0
2025-06-01,PHOENIX PUBLIC HEALTH LTD,Other,702.0
2025-06-01,PINEHILL HOSPITAL,0-18 Weeks,684.0
2025-06-01,PINEHILL HOSPITAL,18-52 Weeks,110.0
2025-06-01,PINEHILL HOSPITAL,52+ Weeks,4.0
2025-06-01,PINEHILL HOSPITAL,Other,2736.0
2025-06-01,PIONEER HEALTHCARE LIMITED,0-18 Weeks,510.0
2025-06-01,PIONEER HEALTHCARE LIMITED,18-52 Weeks,304.0
2025-06-01,PIONEER HEALTHCARE LIMITED,52+ Weeks,110.0
2025-06-01,PIONEER HEALTHCARE LIMITED,Other,4622.0
2025-06-01,PLYMOUTH NEWMEDICA LTD,0-18 Weeks,792.0
2025-06-01,PLYMOUTH NEWMEDICA LTD,18-52 Weeks,22.0
2025-06-01,PLYMOUTH NEWMEDICA LTD,52+ Weeks,0.0
2025-06-01,PLYMOUTH NEWMEDICA LTD,Other,1066.0
2025-06-01,PORTSMOUTH HOSPITALS UNIVERSITY NHS TRUST,0-18 Weeks,29054.0
2025-06-01,PORTSMOUTH HOSPITALS UNIVERSITY NHS TRUST,18-52 Weeks,7246.0
2025-06-01,PORTSMOUTH HOSPITALS UNIVERSITY NHS TRUST,52+ Weeks,954.0
2025-06-01,PORTSMOUTH HOSPITALS UNIVERSITY NHS TRUST,Other,127286.0
2025-06-01,PRACTICE PLUS GROUP HOSPITAL - BARLBOROUGH,0-18 Weeks,1274.0
2025-06-01,PRACTICE PLUS GROUP HOSPITAL - BARLBOROUGH,18-52 Weeks,308.0
2025-06-01,PRACTICE PLUS GROUP HOSPITAL - BARLBOROUGH,52+ Weeks,10.0
2025-06-01,PRACTICE PLUS GROUP HOSPITAL - BARLBOROUGH,Other,6210.0
2025-06-01,PRACTICE PLUS GROUP HOSPITAL - EMERSONS GREEN,0-18 Weeks,3022.0
2025-06-01,PRACTICE PLUS GROUP HOSPITAL - EMERSONS GREEN,18-52 Weeks,990.0
2025-06-01,PRACTICE PLUS GROUP HOSPITAL - EMERSONS GREEN,52+ Weeks,6.0
2025-06-01,PRACTICE PLUS GROUP HOSPITAL - EMERSONS GREEN,Other,13992.0
2025-06-01,PRACTICE PLUS GROUP HOSPITAL - ILFORD,0-18 Weeks,4652.0
2025-06-01,PRACTICE PLUS GROUP HOSPITAL - ILFORD,18-52 Weeks,756.0
2025-06-01,PRACTICE PLUS GROUP HOSPITAL - ILFORD,52+ Weeks,2.0
2025-06-01,PRACTICE PLUS GROUP HOSPITAL - ILFORD,Other,12450.0
2025-06-01,PRACTICE PLUS GROUP HOSPITAL - PLYMOUTH,0-18 Weeks,2030.0
2025-06-01,PRACTICE PLUS GROUP HOSPITAL - PLYMOUTH,18-52 Weeks,162.0
2025-06-01,PRACTICE PLUS GROUP HOSPITAL - PLYMOUTH,52+ Weeks,16.0
2025-06-01,PRACTICE PLUS GROUP HOSPITAL - PLYMOUTH,Other,4660.0
2025-06-01,PRACTICE PLUS GROUP HOSPITAL - SHEPTON MALLET,0-18 Weeks,1932.0
2025-06-01,PRACTICE PLUS GROUP HOSPITAL - SHEPTON MALLET,18-52 Weeks,324.0
2025-06-01,PRACTICE PLUS GROUP HOSPITAL - SHEPTON MALLET,52+ Weeks,0.0
2025-06-01,PRACTICE PLUS GROUP HOSPITAL - SHEPTON MALLET,Other,7096.0
2025-06-01,PRACTICE PLUS GROUP HOSPITAL - SOUTHAMPTON,0-18 Weeks,4560.0
2025-06-01,PRACTICE PLUS GROUP HOSPITAL - SOUTHAMPTON,18-52 Weeks,1058.0
2025-06-01,PRACTICE PLUS GROUP HOSPITAL - SOUTHAMPTON,52+ Weeks,40.0
2025-06-01,PRACTICE PLUS GROUP HOSPITAL - SOUTHAMPTON,Other,19790.0
2025-06-01,PRACTICE PLUS GROUP HOSPITAL BIRMINGHAM,0-18 Weeks,644.0
2025-06-01,PRACTICE PLUS GROUP HOSPITAL BIRMINGHAM,18-52 Weeks,8.0
2025-06-01,PRACTICE PLUS GROUP HOSPITAL BIRMINGHAM,52+ Weeks,0.0
2025-06-01,PRACTICE PLUS GROUP HOSPITAL BIRMINGHAM,Other,794.0
2025-06-01,PRACTICE PLUS GROUP OPHTHALMOLOGY - NORTH WEST,0-18 Weeks,1202.0
2025-06-01,PRACTICE PLUS GROUP OPHTHALMOLOGY - NORTH WEST,18-52 Weeks,184.0
2025-06-01,PRACTICE PLUS GROUP OPHTHALMOLOGY - NORTH WEST,52+ Weeks,0.0
2025-06-01,PRACTICE PLUS GROUP OPHTHALMOLOGY - NORTH WEST,Other,4470.0
2025-06-01,PRACTICE PLUS GROUP SURGICAL CENTRE - DEVIZES,0-18 Weeks,1276.0
2025-06-01,PRACTICE PLUS GROUP SURGICAL CENTRE - DEVIZES,18-52 Weeks,530.0
2025-06-01,PRACTICE PLUS GROUP SURGICAL CENTRE - DEVIZES,52+ Weeks,4.0
2025-06-01,PRACTICE PLUS GROUP SURGICAL CENTRE - DEVIZES,Other,7460.0
2025-06-01,PRACTICE PLUS GROUP SURGICAL CENTRE - GILLINGHAM,0-18 Weeks,1558.0
2025-06-01,PRACTICE PLUS GROUP SURGICAL CENTRE - GILLINGHAM,18-52 Weeks,46.0
2025-06-01,PRACTICE PLUS GROUP SURGICAL CENTRE - GILLINGHAM,52+ Weeks,230.0
2025-06-01,PRACTICE PLUS GROUP SURGICAL CENTRE - GILLINGHAM,Other,2586.0
2025-06-01,PRACTICE PLUS GROUP SURGICAL CENTRE - ST MARYS PORTSMOUTH,0-18 Weeks,3206.0
2025-06-01,PRACTICE PLUS GROUP SURGICAL CENTRE - ST MARYS PORTSMOUTH,18-52 Weeks,136.0
2025-06-01,PRACTICE PLUS GROUP SURGICAL CENTRE - ST MARYS PORTSMOUTH,52+ Weeks,0.0
2025-06-01,PRACTICE PLUS GROUP SURGICAL CENTRE - ST MARYS PORTSMOUTH,Other,5388.0
2025-06-01,PRIMARY INTEGRATED COMMUNITY SERVICES LTD,0-18 Weeks,724.0
2025-06-01,PRIMARY INTEGRATED COMMUNITY SERVICES LTD,18-52 Weeks,470.0
2025-06-01,PRIMARY INTEGRATED COMMUNITY SERVICES LTD,52+ Weeks,206.0
2025-06-01,PRIMARY INTEGRATED COMMUNITY SERVICES LTD,Other,5802.0
2025-06-01,PRINCESS MARGARET HOSPITAL,0-18 Weeks,92.0
2025-06-01,PRINCESS MARGARET HOSPITAL,18-52 Weeks,4.0
2025-06-01,PRINCESS MARGARET HOSPITAL,52+ Weeks,0.0
2025-06-01,PRINCESS MARGARET HOSPITAL,Other,204.0
2025-06-01,PRIORY HOSPITAL,0-18 Weeks,354.0
2025-06-01,PRIORY HOSPITAL,18-52 Weeks,114.0
2025-06-01,PRIORY HOSPITAL,52+ Weeks,0.0
2025-06-01,PRIORY HOSPITAL,Other,1686.0
2025-06-01,PROBUS SURGICAL CENTRE,0-18 Weeks,876.0
2025-06-01,PROBUS SURGICAL CENTRE,18-52 Weeks,72.0
2025-06-01,PROBUS SURGICAL CENTRE,52+ Weeks,0.0
2025-06-01,PROBUS SURGICAL CENTRE,Other,3738.0
2025-06-01,PROVIDE ENTERPRISES,0-18 Weeks,374.0
2025-06-01,PROVIDE ENTERPRISES,18-52 Weeks,0.0
2025-06-01,PROVIDE ENTERPRISES,52+ Weeks,0.0
2025-06-01,PROVIDE ENTERPRISES,Other,278.0
2025-06-01,QUEEN VICTORIA HOSPITAL NHS FOUNDATION TRUST,0-18 Weeks,8132.0
2025-06-01,QUEEN VICTORIA HOSPITAL NHS FOUNDATION TRUST,18-52 Weeks,2602.0
2025-06-01,QUEEN VICTORIA HOSPITAL NHS FOUNDATION TRUST,52+ Weeks,198.0
2025-06-01,QUEEN VICTORIA HOSPITAL NHS FOUNDATION TRUST,Other,41188.0
2025-06-01,RAPID INVESTIGATION SERVICE,0-18 Weeks,462.0
2025-06-01,RAPID INVESTIGATION SERVICE,18-52 Weeks,0.0
2025-06-01,RAPID INVESTIGATION SERVICE,52+ Weeks,0.0
2025-06-01,RAPID INVESTIGATION SERVICE,Other,128.0
2025-06-01,RENACRES HOSPITAL,0-18 Weeks,2626.0
2025-06-01,RENACRES HOSPITAL,18-52 Weeks,510.0
2025-06-01,RENACRES HOSPITAL,52+ Weeks,8.0
2025-06-01,RENACRES HOSPITAL,Other,7982.0
2025-06-01,RIDGEWAY HOSPITAL,0-18 Weeks,166.0
2025-06-01,RIDGEWAY HOSPITAL,18-52 Weeks,54.0
2025-06-01,RIDGEWAY HOSPITAL,52+ Weeks,0.0
2025-06-01,RIDGEWAY HOSPITAL,Other,722.0
2025-06-01,RIVERS HOSPITAL,0-18 Weeks,2106.0
2025-06-01,RIVERS HOSPITAL,18-52 Weeks,370.0
2025-06-01,RIVERS HOSPITAL,52+ Weeks,12.0
2025-06-01,RIVERS HOSPITAL,Other,7974.0
2025-06-01,ROWLEY HALL HOSPITAL,0-18 Weeks,1180.0
2025-06-01,ROWLEY HALL HOSPITAL,18-52 Weeks,206.0
2025-06-01,ROWLEY HALL HOSPITAL,52+ Weeks,0.0
2025-06-01,ROWLEY HALL HOSPITAL,Other,4728.0
2025-06-01,ROYAL BERKSHIRE NHS FOUNDATION TRUST,0-18 Weeks,16732.0
2025-06-01,ROYAL BERKSHIRE NHS FOUNDATION TRUST,18-52 Weeks,3194.0
2025-06-01,ROYAL BERKSHIRE NHS FOUNDATION TRUST,52+ Weeks,16.0
2025-06-01,ROYAL BERKSHIRE NHS FOUNDATION TRUST,Other,67484.0
2025-06-01,ROYAL CORNWALL HOSPITALS NHS TRUST,0-18 Weeks,30272.0
2025-06-01,ROYAL CORNWALL HOSPITALS NHS TRUST,18-52 Weeks,4720.0
2025-06-01,ROYAL CORNWALL HOSPITALS NHS TRUST,52+ Weeks,294.0
2025-06-01,ROYAL CORNWALL HOSPITALS NHS TRUST,Other,88628.0
2025-06-01,ROYAL DEVON UNIVERSITY HEALTHCARE NHS FOUNDATION TRUST,0-18 Weeks,46040.0
2025-06-01,ROYAL DEVON UNIVERSITY HEALTHCARE NHS FOUNDATION TRUST,18-52 Weeks,10286.0
2025-06-01,ROYAL DEVON UNIVERSITY HEALTHCARE NHS FOUNDATION TRUST,52+ Weeks,1042.0
2025-06-01,ROYAL DEVON UNIVERSITY HEALTHCARE NHS FOUNDATION TRUST,Other,169282.0
2025-06-01,ROYAL FREE LONDON NHS FOUNDATION TRUST,0-18 Weeks,60986.0
2025-06-01,ROYAL FREE LONDON NHS FOUNDATION TRUST,18-52 Weeks,17190.0
2025-06-01,ROYAL FREE LONDON NHS FOUNDATION TRUST,52+ Weeks,1674.0
2025-06-01,ROYAL FREE LONDON NHS FOUNDATION TRUST,Other,279988.0
2025-06-01,ROYAL NATIONAL ORTHOPAEDIC HOSPITAL NHS TRUST,0-18 Weeks,5380.0
